event_id_memoria,source_event_id,source,origin_time_utc,latitude,longitude,depth_km,magnitude_value,magnitude_type,magnitude_comparable,intensity_max,location_text,felt,location_uncertainty_km,magnitude_uncertainty,tectonic_domain,domain_confidence,historical_quality,quality_score,record_status,source_url,source_file,duplicate_group_id,is_preferred_record,ingested_at_utc
MEM-861A30452FF220FD,0,AHEAD,,37.6,-5.3,,,,,,Andalucia,,,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-2444F19AB05235CD,1,AHEAD,,36.0,-10.7,,,,,,Offshore Portugal,,,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-2B19FB28AEDB20B3,2,AHEAD,,37.387,-5.991,,5.11,Mw,5.11,7,Seville,,30.0,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-696EAEBDF3775E86,3,AHEAD,,38.7,-9.2,,4.46,Mw,4.46,6,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-B4548361291342A9,4,AHEAD,,38.7,-9.2,,4.46,Mw,4.46,6,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-FEA15C6A8F186CF0,5,AHEAD,,36.0,-11.0,,7.0,Mw,7.0,,Offshore Portugal,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-AA04C2CC54BFBA53,6,AHEAD,,38.7,-9.2,,4.79,Mw,4.79,6-7,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-FCD4108C90ECD74F,7,AHEAD,,38.7,-9.2,,4.79,Mw,4.79,6-7,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-D21F483025C32C8F,8,AHEAD,,38.7,-9.2,,,,,,Benavente,,,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-CF5DF8A02369F9F2,9,AHEAD,,41.9,-6.7,,,,,,França.PORT,,99.9,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-06EA5EDC626B7E87,10,AHEAD,,36.0,-10.7,,7.5,Mw,7.5,8-9,SW Cabo San Vicente,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-0EC9915D862A6CB6,11,AHEAD,,37.638,-5.383,,6.1,Mw,6.1,8-9,Andalucia Occidental,,53.5,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-42D926EE0B71A2AE,12,AHEAD,,40.167,-8.5,,3.8,Mw,3.8,5,Coimbra.PORT,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-6311CDCA0F4B6277,13,AHEAD,,39.0,-9.0,,,,,,[Portugal?],,,,,,medium,0.58,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-809ABC6AC4E7097C,14,AHEAD,,37.598,-5.725,,6.03,Mw,6.03,8,Carmona,,14.2,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-D37572254E885661,15,AHEAD,,37.383,-5.467,,3.8,Mw,3.8,5,Carmona.SE,,50.0,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-A253A230633B913F,16,AHEAD,,39.549,-8.982,,4.73,Mw,4.73,6,Alcobaça,,40.0,0.41,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-881D30B705DEDEAC,17,AHEAD,,39.002,-8.889,,6.7,Mw,6.7,9,Lisbon,,4.6,0.42,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-4FFA6DA8606EA707,18,AHEAD,,38.5,-8.0,,4.46,Mw,4.46,6,Evora,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-93F922D18A0FB3FC,19,AHEAD,,38.7,-9.2,,3.8,Mw,3.8,5,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-6BE8130FA1977C8A,20,AHEAD,,38.7,-9.2,,3.8,Mw,3.8,5,Lisboa,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-CB3911D964DDAB77,21,AHEAD,,38.7,-9.2,,3.8,Mw,3.8,5,Lisboa.PORT,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-36619A6A8FECCA15,22,AHEAD,,37.4,-6.0,,3.8,Mw,3.8,5,Sevilla,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-56C5DC97551519DF,23,AHEAD,,35.53,-5.19,,5.2,Mw,5.2,7,Fès,,39.9,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-064584AB802103A0,24,AHEAD,1693-06-07 00:00:00+00:00,37.4,-6.0,,3.8,Mw,3.8,5,Sevilla,,50.0,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-FA4F3DD7D0E6A5B4,25,AHEAD,1699-10-27 00:00:00+00:00,38.7,-9.2,,4.0,Mw,4.0,,[Lisboa],,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-5737CDE4317EE7C1,26,AHEAD,1719-03-06 05:00:00+00:00,37.133,-8.5,,4.79,Mw,4.79,6-7,Portimao.PORT,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-D404198386124A95,27,AHEAD,1722-12-27 00:00:00+00:00,36.4,-7.766,,6.5,Mw,6.5,8,Algarve,,50.0,0.3,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-771F48D17A7E2F66,28,AHEAD,1724-02-27 06:30:00+00:00,37.387,-5.991,,4.13,Mw,4.13,5-6,Sevilla,,40.0,0.36,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-65349916FEB542FF,29,AHEAD,1724-10-12 02:45:00+00:00,39.0,-12.5,,7.0,Mw,7.0,,[Océano Atlántico],,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-BA6A53065C83DFC7,30,AHEAD,1732-01-10 09:00:00+00:00,37.4,-6.0,,3.8,Mw,3.8,5,Sevilla,,99.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-832657DD2D2484D4,31,AHEAD,1734-02-02 00:00:00+00:00,37.0,-8.1,,5.0,Mw,5.0,,Mar.Sul,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-14C0BBB5D8836FEC,32,AHEAD,1736-10-06 19:30:00+00:00,37.1,-8.5,,5.0,Mw,5.0,,[Algarve],,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-152E077CE1BC41DE,33,AHEAD,1739-10-25 00:30:00+00:00,37.1,-8.5,,5.0,Mw,5.0,,[Algarve],,39.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
MEM-1CCED8F748A220E7,34,AHEAD,1748-01-24 01:30:00+00:00,38.7,-9.2,,3.15,Mw,3.15,4,Lisboa,,49.9,0.5,,,medium,0.72,historical,https://www.emidius.eu/services/europe/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=europe%3AEPICA_1000_1899&outputFormat=application%2Fjson&CQL_FILTER=Lat%3E%3D32.0+AND+Lat%3C%3D44.0+AND+Lon%3E%3D-20.0+AND+Lon%3C%3D-5.0,C:\memoria-seismic-observatory\data\bronze\ahead\2026\07\20\epica_portugal_20260720T211501Z.json,,True,2026-07-20 21:15:02.002471+00:00
